number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-5
unsuccessful step! iteration = 905 , error before = 19784.325878 , error next = 19794.727207 , error change = -10.401329 , lambda = 2.000000 , time consumption = 0.465162s

successful step! iteration = 906 , error before = 19784.325878 , error next = 19776.168738 , error change = 8.157140 , lambda = 0.200000 , time consumption = 0.464762s

unsuccessful step! iteration = 907 , error before = 19776.168738 , error next = 19786.449357 , error change = -10.280619 , lambda = 2.000000 , time consumption = 0.465701s

successful step! iteration = 908 , error before = 19776.168738 , error next = 19768.106290 , error change = 8.062448 , lambda = 0.200000 , time consumption = 0.462289s

unsuccessful step! iteration = 909 , error before = 19768.106290 , error next = 19778.267576 , error change = -10.161285 , lambda = 2.000000 , time consumption = 0.467248s

successful step! iteration = 910 , error before = 19768.106290 , error next = 19760.137453 , error change = 7.968837 , lambda = 0.200000 , time consumption = 0.463136s

unsuccessful step! iteration = 911 , error before = 19760.137453 , error next = 19770.180767 , error change = -10.043314 , lambda = 2.000000 , time consumption = 0.465928s

successful step! iteration = 912 , error before = 19760.137453 , error next = 19752.261158 , error change = 7.876295 , lambda = 0.200000 , time consumption = 0.462165s

unsuccessful step! iteration = 913 , error before = 19752.261158 , error next = 19762.187848 , error change = -9.926690 , lambda = 2.000000 , time consumption = 0.465749s

successful step! iteration = 914 , error before = 19752.261158 , error next = 19744.476348 , error change = 7.784810 , lambda = 0.200000 , time consumption = 0.465151s

unsuccessful step! iteration = 915 , error before = 19744.476348 , error next = 19754.287745 , error change = -9.811397 , lambda = 2.000000 , time consumption = 0.466591s

successful step! iteration = 916 , error before = 19744.476348 , error next = 19736.781977 , error change = 7.694371 , lambda = 0.200000 , time consumption = 0.466134s

unsuccessful step! iteration = 917 , error before = 19736.781977 , error next = 19746.479399 , error change = -9.697422 , lambda = 2.000000 , time consumption = 0.469968s

successful step! iteration = 918 , error before = 19736.781977 , error next = 19729.177013 , error change = 7.604965 , lambda = 0.200000 , time consumption = 0.472123s

unsuccessful step! iteration = 919 , error before = 19729.177013 , error next = 19738.761762 , error change = -9.584749 , lambda = 2.000000 , time consumption = 0.469018s

successful step! iteration = 920 , error before = 19729.177013 , error next = 19721.660432 , error change = 7.516581 , lambda = 0.200000 , time consumption = 0.471238s

unsuccessful step! iteration = 921 , error before = 19721.660432 , error next = 19731.133796 , error change = -9.473364 , lambda = 2.000000 , time consumption = 0.463341s

successful step! iteration = 922 , error before = 19721.660432 , error next = 19714.231224 , error change = 7.429208 , lambda = 0.200000 , time consumption = 0.465883s

unsuccessful step! iteration = 923 , error before = 19714.231224 , error next = 19723.594478 , error change = -9.363253 , lambda = 2.000000 , time consumption = 0.463256s

successful step! iteration = 924 , error before = 19714.231224 , error next = 19706.888390 , error change = 7.342834 , lambda = 0.200000 , time consumption = 0.461321s

unsuccessful step! iteration = 925 , error before = 19706.888390 , error next = 19716.142792 , error change = -9.254401 , lambda = 2.000000 , time consumption = 0.475463s

successful step! iteration = 926 , error before = 19706.888390 , error next = 19699.630942 , error change = 7.257448 , lambda = 0.200000 , time consumption = 0.467898s

unsuccessful step! iteration = 927 , error before = 19699.630942 , error next = 19708.777737 , error change = -9.146795 , lambda = 2.000000 , time consumption = 0.468991s

successful step! iteration = 928 , error before = 19699.630942 , error next = 19692.457902 , error change = 7.173040 , lambda = 0.200000 , time consumption = 0.467915s

unsuccessful step! iteration = 929 , error before = 19692.457902 , error next = 19701.498322 , error change = -9.040420 , lambda = 2.000000 , time consumption = 0.466908s

successful step! iteration = 930 , error before = 19692.457902 , error next = 19685.368303 , error change = 7.089598 , lambda = 0.200000 , time consumption = 0.471392s

unsuccessful step! iteration = 931 , error before = 19685.368303 , error next = 19694.303566 , error change = -8.935263 , lambda = 2.000000 , time consumption = 0.467938s

successful step! iteration = 932 , error before = 19685.368303 , error next = 19678.361191 , error change = 7.007112 , lambda = 0.200000 , time consumption = 0.467458s

unsuccessful step! iteration = 933 , error before = 19678.361191 , error next = 19687.192501 , error change = -8.831309 , lambda = 2.000000 , time consumption = 0.470937s

successful step! iteration = 934 , error before = 19678.361191 , error next = 19671.435621 , error change = 6.925571 , lambda = 0.200000 , time consumption = 0.463920s

unsuccessful step! iteration = 935 , error before = 19671.435621 , error next = 19680.164167 , error change = -8.728547 , lambda = 2.000000 , time consumption = 0.463904s

successful step! iteration = 936 , error before = 19671.435621 , error next = 19664.590657 , error change = 6.844964 , lambda = 0.200000 , time consumption = 0.485404s

unsuccessful step! iteration = 937 , error before = 19664.590657 , error next = 19673.217619 , error change = -8.626961 , lambda = 2.000000 , time consumption = 0.476268s

successful step! iteration = 938 , error before = 19664.590657 , error next = 19657.825377 , error change = 6.765280 , lambda = 0.200000 , time consumption = 0.480616s

unsuccessful step! iteration = 939 , error before = 19657.825377 , error next = 19666.351917 , error change = -8.526540 , lambda = 2.000000 , time consumption = 0.484426s

successful step! iteration = 940 , error before = 19657.825377 , error next = 19651.138866 , error change = 6.686510 , lambda = 0.200000 , time consumption = 0.468636s

unsuccessful step! iteration = 941 , error before = 19651.138866 , error next = 19659.566137 , error change = -8.427270 , lambda = 2.000000 , time consumption = 0.467380s

successful step! iteration = 942 , error before = 19651.138866 , error next = 19644.530222 , error change = 6.608644 , lambda = 0.200000 , time consumption = 0.480901s

unsuccessful step! iteration = 943 , error before = 19644.530222 , error next = 19652.859361 , error change = -8.329139 , lambda = 2.000000 , time consumption = 0.474647s

successful step! iteration = 944 , error before = 19644.530222 , error next = 19637.998552 , error change = 6.531671 , lambda = 0.200000 , time consumption = 0.477390s

unsuccessful step! iteration = 945 , error before = 19637.998552 , error next = 19646.230684 , error change = -8.232132 , lambda = 2.000000 , time consumption = 0.471098s

successful step! iteration = 946 , error before = 19637.998552 , error next = 19631.542972 , error change = 6.455580 , lambda = 0.200000 , time consumption = 0.474525s

unsuccessful step! iteration = 947 , error before = 19631.542972 , error next = 19639.679211 , error change = -8.136239 , lambda = 2.000000 , time consumption = 0.466470s

successful step! iteration = 948 , error before = 19631.542972 , error next = 19625.162608 , error change = 6.380363 , lambda = 0.200000 , time consumption = 0.467654s

unsuccessful step! iteration = 949 , error before = 19625.162608 , error next = 19633.204054 , error change = -8.041446 , lambda = 2.000000 , time consumption = 0.497073s

successful step! iteration = 950 , error before = 19625.162608 , error next = 19618.856598 , error change = 6.306010 , lambda = 0.200000 , time consumption = 0.467338s

unsuccessful step! iteration = 951 , error before = 19618.856598 , error next = 19626.804340 , error change = -7.947741 , lambda = 2.000000 , time consumption = 0.470980s

successful step! iteration = 952 , error before = 19618.856598 , error next = 19612.624088 , error change = 6.232510 , lambda = 0.200000 , time consumption = 0.476247s

unsuccessful step! iteration = 953 , error before = 19612.624088 , error next = 19620.479201 , error change = -7.855112 , lambda = 2.000000 , time consumption = 0.471534s

successful step! iteration = 954 , error before = 19612.624088 , error next = 19606.464234 , error change = 6.159855 , lambda = 0.200000 , time consumption = 0.466447s

unsuccessful step! iteration = 955 , error before = 19606.464234 , error next = 19614.227781 , error change = -7.763547 , lambda = 2.000000 , time consumption = 0.482943s

successful step! iteration = 956 , error before = 19606.464234 , error next = 19600.376200 , error change = 6.088034 , lambda = 0.200000 , time consumption = 0.468824s

unsuccessful step! iteration = 957 , error before = 19600.376200 , error next = 19608.049234 , error change = -7.673034 , lambda = 2.000000 , time consumption = 0.467877s

successful step! iteration = 958 , error before = 19600.376200 , error next = 19594.359162 , error change = 6.017038 , lambda = 0.200000 , time consumption = 0.468514s

unsuccessful step! iteration = 959 , error before = 19594.359162 , error next = 19601.942722 , error change = -7.583560 , lambda = 2.000000 , time consumption = 0.477970s

successful step! iteration = 960 , error before = 19594.359162 , error next = 19588.412303 , error change = 5.946859 , lambda = 0.200000 , time consumption = 0.472459s

unsuccessful step! iteration = 961 , error before = 19588.412303 , error next = 19595.907418 , error change = -7.495115 , lambda = 2.000000 , time consumption = 0.468130s

successful step! iteration = 962 , error before = 19588.412303 , error next = 19582.534817 , error change = 5.877486 , lambda = 0.200000 , time consumption = 0.469053s

unsuccessful step! iteration = 963 , error before = 19582.534817 , error next = 19589.942504 , error change = -7.407687 , lambda = 2.000000 , time consumption = 0.468302s

successful step! iteration = 964 , error before = 19582.534817 , error next = 19576.725906 , error change = 5.808911 , lambda = 0.200000 , time consumption = 0.468123s

unsuccessful step! iteration = 965 , error before = 19576.725906 , error next = 19584.047170 , error change = -7.321264 , lambda = 2.000000 , time consumption = 0.469666s

successful step! iteration = 966 , error before = 19576.725906 , error next = 19570.984780 , error change = 5.741125 , lambda = 0.200000 , time consumption = 0.470147s

unsuccessful step! iteration = 967 , error before = 19570.984780 , error next = 19578.220616 , error change = -7.235835 , lambda = 2.000000 , time consumption = 0.475140s

successful step! iteration = 968 , error before = 19570.984780 , error next = 19565.310661 , error change = 5.674119 , lambda = 0.200000 , time consumption = 0.468425s
