number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-10
successful step! iteration = 2366 , error before = 19089.454200 , error next = 19089.452904 , error change = 0.001296 , lambda = 0.200000 , time consumption = 0.483299s

unsuccessful step! iteration = 2367 , error before = 19089.452904 , error next = 19089.454538 , error change = -0.001634 , lambda = 2.000000 , time consumption = 0.482046s

successful step! iteration = 2368 , error before = 19089.452904 , error next = 19089.451623 , error change = 0.001281 , lambda = 0.200000 , time consumption = 0.493103s

unsuccessful step! iteration = 2369 , error before = 19089.451623 , error next = 19089.453238 , error change = -0.001615 , lambda = 2.000000 , time consumption = 0.512821s

successful step! iteration = 2370 , error before = 19089.451623 , error next = 19089.450358 , error change = 0.001265 , lambda = 0.200000 , time consumption = 0.489143s

unsuccessful step! iteration = 2371 , error before = 19089.450358 , error next = 19089.451953 , error change = -0.001595 , lambda = 2.000000 , time consumption = 0.489154s

successful step! iteration = 2372 , error before = 19089.450358 , error next = 19089.449107 , error change = 0.001250 , lambda = 0.200000 , time consumption = 0.489251s

unsuccessful step! iteration = 2373 , error before = 19089.449107 , error next = 19089.450683 , error change = -0.001576 , lambda = 2.000000 , time consumption = 0.486141s

successful step! iteration = 2374 , error before = 19089.449107 , error next = 19089.447872 , error change = 0.001235 , lambda = 0.200000 , time consumption = 0.499674s

unsuccessful step! iteration = 2375 , error before = 19089.447872 , error next = 19089.449429 , error change = -0.001557 , lambda = 2.000000 , time consumption = 0.499853s

successful step! iteration = 2376 , error before = 19089.447872 , error next = 19089.446652 , error change = 0.001220 , lambda = 0.200000 , time consumption = 0.491372s

unsuccessful step! iteration = 2377 , error before = 19089.446652 , error next = 19089.448190 , error change = -0.001538 , lambda = 2.000000 , time consumption = 0.499358s

successful step! iteration = 2378 , error before = 19089.446652 , error next = 19089.445446 , error change = 0.001206 , lambda = 0.200000 , time consumption = 0.509302s

unsuccessful step! iteration = 2379 , error before = 19089.445446 , error next = 19089.446966 , error change = -0.001520 , lambda = 2.000000 , time consumption = 0.475783s

successful step! iteration = 2380 , error before = 19089.445446 , error next = 19089.444254 , error change = 0.001191 , lambda = 0.200000 , time consumption = 0.505443s

unsuccessful step! iteration = 2381 , error before = 19089.444254 , error next = 19089.445756 , error change = -0.001502 , lambda = 2.000000 , time consumption = 0.481718s

successful step! iteration = 2382 , error before = 19089.444254 , error next = 19089.443077 , error change = 0.001177 , lambda = 0.200000 , time consumption = 0.483702s

unsuccessful step! iteration = 2383 , error before = 19089.443077 , error next = 19089.444561 , error change = -0.001484 , lambda = 2.000000 , time consumption = 0.518341s

successful step! iteration = 2384 , error before = 19089.443077 , error next = 19089.441914 , error change = 0.001163 , lambda = 0.200000 , time consumption = 0.475803s

unsuccessful step! iteration = 2385 , error before = 19089.441914 , error next = 19089.443380 , error change = -0.001466 , lambda = 2.000000 , time consumption = 0.479902s

successful step! iteration = 2386 , error before = 19089.441914 , error next = 19089.440765 , error change = 0.001149 , lambda = 0.200000 , time consumption = 0.489859s

unsuccessful step! iteration = 2387 , error before = 19089.440765 , error next = 19089.442214 , error change = -0.001448 , lambda = 2.000000 , time consumption = 0.485581s

successful step! iteration = 2388 , error before = 19089.440765 , error next = 19089.439630 , error change = 0.001135 , lambda = 0.200000 , time consumption = 0.490572s

unsuccessful step! iteration = 2389 , error before = 19089.439630 , error next = 19089.441061 , error change = -0.001431 , lambda = 2.000000 , time consumption = 0.493073s

successful step! iteration = 2390 , error before = 19089.439630 , error next = 19089.438509 , error change = 0.001122 , lambda = 0.200000 , time consumption = 0.481684s

unsuccessful step! iteration = 2391 , error before = 19089.438509 , error next = 19089.439922 , error change = -0.001414 , lambda = 2.000000 , time consumption = 0.481941s

successful step! iteration = 2392 , error before = 19089.438509 , error next = 19089.437400 , error change = 0.001108 , lambda = 0.200000 , time consumption = 0.480948s

unsuccessful step! iteration = 2393 , error before = 19089.437400 , error next = 19089.438797 , error change = -0.001397 , lambda = 2.000000 , time consumption = 0.479080s

successful step! iteration = 2394 , error before = 19089.437400 , error next = 19089.436305 , error change = 0.001095 , lambda = 0.200000 , time consumption = 0.479226s

unsuccessful step! iteration = 2395 , error before = 19089.436305 , error next = 19089.437686 , error change = -0.001380 , lambda = 2.000000 , time consumption = 0.477682s

successful step! iteration = 2396 , error before = 19089.436305 , error next = 19089.435224 , error change = 0.001082 , lambda = 0.200000 , time consumption = 0.478644s

unsuccessful step! iteration = 2397 , error before = 19089.435224 , error next = 19089.436587 , error change = -0.001364 , lambda = 2.000000 , time consumption = 0.480270s

successful step! iteration = 2398 , error before = 19089.435224 , error next = 19089.434155 , error change = 0.001069 , lambda = 0.200000 , time consumption = 0.484335s

unsuccessful step! iteration = 2399 , error before = 19089.434155 , error next = 19089.435502 , error change = -0.001347 , lambda = 2.000000 , time consumption = 0.484821s

successful step! iteration = 2400 , error before = 19089.434155 , error next = 19089.433099 , error change = 0.001056 , lambda = 0.200000 , time consumption = 0.477211s

unsuccessful step! iteration = 2401 , error before = 19089.433099 , error next = 19089.434430 , error change = -0.001331 , lambda = 2.000000 , time consumption = 0.481488s

successful step! iteration = 2402 , error before = 19089.433099 , error next = 19089.432056 , error change = 0.001043 , lambda = 0.200000 , time consumption = 0.476423s

unsuccessful step! iteration = 2403 , error before = 19089.432056 , error next = 19089.433371 , error change = -0.001315 , lambda = 2.000000 , time consumption = 0.485548s

successful step! iteration = 2404 , error before = 19089.432056 , error next = 19089.431025 , error change = 0.001031 , lambda = 0.200000 , time consumption = 0.489083s

unsuccessful step! iteration = 2405 , error before = 19089.431025 , error next = 19089.432324 , error change = -0.001299 , lambda = 2.000000 , time consumption = 0.491854s

successful step! iteration = 2406 , error before = 19089.431025 , error next = 19089.430007 , error change = 0.001018 , lambda = 0.200000 , time consumption = 0.489902s

unsuccessful step! iteration = 2407 , error before = 19089.430007 , error next = 19089.431290 , error change = -0.001284 , lambda = 2.000000 , time consumption = 0.478214s

successful step! iteration = 2408 , error before = 19089.430007 , error next = 19089.429001 , error change = 0.001006 , lambda = 0.200000 , time consumption = 0.478236s

unsuccessful step! iteration = 2409 , error before = 19089.429001 , error next = 19089.430269 , error change = -0.001268 , lambda = 2.000000 , time consumption = 0.485207s

successful step! iteration = 2410 , error before = 19089.429001 , error next = 19089.428006 , error change = 0.000994 , lambda = 0.200000 , time consumption = 0.478741s

unsuccessful step! iteration = 2411 , error before = 19089.428006 , error next = 19089.429260 , error change = -0.001253 , lambda = 2.000000 , time consumption = 0.481593s

successful step! iteration = 2412 , error before = 19089.428006 , error next = 19089.427024 , error change = 0.000982 , lambda = 0.200000 , time consumption = 0.479696s

unsuccessful step! iteration = 2413 , error before = 19089.427024 , error next = 19089.428262 , error change = -0.001238 , lambda = 2.000000 , time consumption = 0.480070s

successful step! iteration = 2414 , error before = 19089.427024 , error next = 19089.426054 , error change = 0.000970 , lambda = 0.200000 , time consumption = 0.478701s

unsuccessful step! iteration = 2415 , error before = 19089.426054 , error next = 19089.427277 , error change = -0.001223 , lambda = 2.000000 , time consumption = 0.479324s

successful step! iteration = 2416 , error before = 19089.426054 , error next = 19089.425095 , error change = 0.000959 , lambda = 0.200000 , time consumption = 0.482829s

unsuccessful step! iteration = 2417 , error before = 19089.425095 , error next = 19089.426304 , error change = -0.001208 , lambda = 2.000000 , time consumption = 0.487928s

successful step! iteration = 2418 , error before = 19089.425095 , error next = 19089.424148 , error change = 0.000947 , lambda = 0.200000 , time consumption = 0.477885s

unsuccessful step! iteration = 2419 , error before = 19089.424148 , error next = 19089.425342 , error change = -0.001194 , lambda = 2.000000 , time consumption = 0.496976s

successful step! iteration = 2420 , error before = 19089.424148 , error next = 19089.423212 , error change = 0.000936 , lambda = 0.200000 , time consumption = 0.474531s

unsuccessful step! iteration = 2421 , error before = 19089.423212 , error next = 19089.424392 , error change = -0.001180 , lambda = 2.000000 , time consumption = 0.481275s

successful step! iteration = 2422 , error before = 19089.423212 , error next = 19089.422287 , error change = 0.000925 , lambda = 0.200000 , time consumption = 0.476070s

unsuccessful step! iteration = 2423 , error before = 19089.422287 , error next = 19089.423453 , error change = -0.001166 , lambda = 2.000000 , time consumption = 0.475874s

successful step! iteration = 2424 , error before = 19089.422287 , error next = 19089.421374 , error change = 0.000914 , lambda = 0.200000 , time consumption = 0.476638s

unsuccessful step! iteration = 2425 , error before = 19089.421374 , error next = 19089.422525 , error change = -0.001152 , lambda = 2.000000 , time consumption = 0.479042s

successful step! iteration = 2426 , error before = 19089.421374 , error next = 19089.420471 , error change = 0.000903 , lambda = 0.200000 , time consumption = 0.490026s

unsuccessful step! iteration = 2427 , error before = 19089.420471 , error next = 19089.421609 , error change = -0.001138 , lambda = 2.000000 , time consumption = 0.488166s

successful step! iteration = 2428 , error before = 19089.420471 , error next = 19089.419579 , error change = 0.000892 , lambda = 0.200000 , time consumption = 0.500100s

unsuccessful step! iteration = 2429 , error before = 19089.419579 , error next = 19089.420704 , error change = -0.001124 , lambda = 2.000000 , time consumption = 0.482647s

successful step! iteration = 2430 , error before = 19089.419579 , error next = 19089.418698 , error change = 0.000881 , lambda = 0.200000 , time consumption = 0.521612s

unsuccessful step! iteration = 2431 , error before = 19089.418698 , error next = 19089.419809 , error change = -0.001111 , lambda = 2.000000 , time consumption = 0.479058s

successful step! iteration = 2432 , error before = 19089.418698 , error next = 19089.417828 , error change = 0.000871 , lambda = 0.200000 , time consumption = 0.486013s
