number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-1
unsuccessful step! iteration = 1437 , error before = 19118.375022 , error next = 19118.817410 , error change = -0.442388 , lambda = 2.000000 , time consumption = 0.460365s

successful step! iteration = 1438 , error before = 19118.375022 , error next = 19118.028233 , error change = 0.346788 , lambda = 0.200000 , time consumption = 0.464822s

unsuccessful step! iteration = 1439 , error before = 19118.028233 , error next = 19118.465349 , error change = -0.437116 , lambda = 2.000000 , time consumption = 0.465472s

successful step! iteration = 1440 , error before = 19118.028233 , error next = 19117.685578 , error change = 0.342655 , lambda = 0.200000 , time consumption = 0.463042s

unsuccessful step! iteration = 1441 , error before = 19117.685578 , error next = 19118.117484 , error change = -0.431906 , lambda = 2.000000 , time consumption = 0.465468s

successful step! iteration = 1442 , error before = 19117.685578 , error next = 19117.347008 , error change = 0.338570 , lambda = 0.200000 , time consumption = 0.463804s

unsuccessful step! iteration = 1443 , error before = 19117.347008 , error next = 19117.773765 , error change = -0.426757 , lambda = 2.000000 , time consumption = 0.482502s

successful step! iteration = 1444 , error before = 19117.347008 , error next = 19117.012473 , error change = 0.334535 , lambda = 0.200000 , time consumption = 0.465128s

unsuccessful step! iteration = 1445 , error before = 19117.012473 , error next = 19117.434144 , error change = -0.421670 , lambda = 2.000000 , time consumption = 0.459242s

successful step! iteration = 1446 , error before = 19117.012473 , error next = 19116.681927 , error change = 0.330547 , lambda = 0.200000 , time consumption = 0.466782s

unsuccessful step! iteration = 1447 , error before = 19116.681927 , error next = 19117.098571 , error change = -0.416644 , lambda = 2.000000 , time consumption = 0.466217s

successful step! iteration = 1448 , error before = 19116.681927 , error next = 19116.355321 , error change = 0.326606 , lambda = 0.200000 , time consumption = 0.468431s

unsuccessful step! iteration = 1449 , error before = 19116.355321 , error next = 19116.766998 , error change = -0.411677 , lambda = 2.000000 , time consumption = 0.464934s

successful step! iteration = 1450 , error before = 19116.355321 , error next = 19116.032608 , error change = 0.322712 , lambda = 0.200000 , time consumption = 0.465313s

unsuccessful step! iteration = 1451 , error before = 19116.032608 , error next = 19116.439378 , error change = -0.406769 , lambda = 2.000000 , time consumption = 0.467217s

successful step! iteration = 1452 , error before = 19116.032608 , error next = 19115.713744 , error change = 0.318865 , lambda = 0.200000 , time consumption = 0.461794s

unsuccessful step! iteration = 1453 , error before = 19115.713744 , error next = 19116.115663 , error change = -0.401920 , lambda = 2.000000 , time consumption = 0.461783s

successful step! iteration = 1454 , error before = 19115.713744 , error next = 19115.398680 , error change = 0.315063 , lambda = 0.200000 , time consumption = 0.463736s

unsuccessful step! iteration = 1455 , error before = 19115.398680 , error next = 19115.795808 , error change = -0.397128 , lambda = 2.000000 , time consumption = 0.466591s

successful step! iteration = 1456 , error before = 19115.398680 , error next = 19115.087374 , error change = 0.311307 , lambda = 0.200000 , time consumption = 0.470303s

unsuccessful step! iteration = 1457 , error before = 19115.087374 , error next = 19115.479767 , error change = -0.392393 , lambda = 2.000000 , time consumption = 0.477374s

successful step! iteration = 1458 , error before = 19115.087374 , error next = 19114.779779 , error change = 0.307595 , lambda = 0.200000 , time consumption = 0.470125s

unsuccessful step! iteration = 1459 , error before = 19114.779779 , error next = 19115.167493 , error change = -0.387714 , lambda = 2.000000 , time consumption = 0.496880s

successful step! iteration = 1460 , error before = 19114.779779 , error next = 19114.475852 , error change = 0.303927 , lambda = 0.200000 , time consumption = 0.459887s

unsuccessful step! iteration = 1461 , error before = 19114.475852 , error next = 19114.858943 , error change = -0.383091 , lambda = 2.000000 , time consumption = 0.459977s

successful step! iteration = 1462 , error before = 19114.475852 , error next = 19114.175550 , error change = 0.300303 , lambda = 0.200000 , time consumption = 0.461815s

unsuccessful step! iteration = 1463 , error before = 19114.175550 , error next = 19114.554073 , error change = -0.378523 , lambda = 2.000000 , time consumption = 0.461783s

successful step! iteration = 1464 , error before = 19114.175550 , error next = 19113.878828 , error change = 0.296722 , lambda = 0.200000 , time consumption = 0.459217s

unsuccessful step! iteration = 1465 , error before = 19113.878828 , error next = 19114.252837 , error change = -0.374009 , lambda = 2.000000 , time consumption = 0.455799s

successful step! iteration = 1466 , error before = 19113.878828 , error next = 19113.585645 , error change = 0.293183 , lambda = 0.200000 , time consumption = 0.457698s

unsuccessful step! iteration = 1467 , error before = 19113.585645 , error next = 19113.955194 , error change = -0.369549 , lambda = 2.000000 , time consumption = 0.458896s

successful step! iteration = 1468 , error before = 19113.585645 , error next = 19113.295959 , error change = 0.289686 , lambda = 0.200000 , time consumption = 0.458935s

unsuccessful step! iteration = 1469 , error before = 19113.295959 , error next = 19113.661100 , error change = -0.365142 , lambda = 2.000000 , time consumption = 0.458436s

successful step! iteration = 1470 , error before = 19113.295959 , error next = 19113.009727 , error change = 0.286232 , lambda = 0.200000 , time consumption = 0.458159s

unsuccessful step! iteration = 1471 , error before = 19113.009727 , error next = 19113.370514 , error change = -0.360787 , lambda = 2.000000 , time consumption = 0.463121s

successful step! iteration = 1472 , error before = 19113.009727 , error next = 19112.726910 , error change = 0.282818 , lambda = 0.200000 , time consumption = 0.458386s

unsuccessful step! iteration = 1473 , error before = 19112.726910 , error next = 19113.083393 , error change = -0.356484 , lambda = 2.000000 , time consumption = 0.459857s

successful step! iteration = 1474 , error before = 19112.726910 , error next = 19112.447465 , error change = 0.279444 , lambda = 0.200000 , time consumption = 0.460601s

unsuccessful step! iteration = 1475 , error before = 19112.447465 , error next = 19112.799697 , error change = -0.352232 , lambda = 2.000000 , time consumption = 0.457877s

successful step! iteration = 1476 , error before = 19112.447465 , error next = 19112.171354 , error change = 0.276111 , lambda = 0.200000 , time consumption = 0.460776s

unsuccessful step! iteration = 1477 , error before = 19112.171354 , error next = 19112.519385 , error change = -0.348031 , lambda = 2.000000 , time consumption = 0.460021s

successful step! iteration = 1478 , error before = 19112.171354 , error next = 19111.898536 , error change = 0.272818 , lambda = 0.200000 , time consumption = 0.459686s

unsuccessful step! iteration = 1479 , error before = 19111.898536 , error next = 19112.242415 , error change = -0.343879 , lambda = 2.000000 , time consumption = 0.457471s

successful step! iteration = 1480 , error before = 19111.898536 , error next = 19111.628973 , error change = 0.269563 , lambda = 0.200000 , time consumption = 0.456762s

unsuccessful step! iteration = 1481 , error before = 19111.628973 , error next = 19111.968750 , error change = -0.339777 , lambda = 2.000000 , time consumption = 0.458725s

successful step! iteration = 1482 , error before = 19111.628973 , error next = 19111.362625 , error change = 0.266348 , lambda = 0.200000 , time consumption = 0.459230s

unsuccessful step! iteration = 1483 , error before = 19111.362625 , error next = 19111.698349 , error change = -0.335724 , lambda = 2.000000 , time consumption = 0.458768s

successful step! iteration = 1484 , error before = 19111.362625 , error next = 19111.099454 , error change = 0.263170 , lambda = 0.200000 , time consumption = 0.462641s

unsuccessful step! iteration = 1485 , error before = 19111.099454 , error next = 19111.431174 , error change = -0.331719 , lambda = 2.000000 , time consumption = 0.460967s

successful step! iteration = 1486 , error before = 19111.099454 , error next = 19110.839423 , error change = 0.260031 , lambda = 0.200000 , time consumption = 0.460642s

unsuccessful step! iteration = 1487 , error before = 19110.839423 , error next = 19111.167185 , error change = -0.327762 , lambda = 2.000000 , time consumption = 0.456560s

successful step! iteration = 1488 , error before = 19110.839423 , error next = 19110.582495 , error change = 0.256929 , lambda = 0.200000 , time consumption = 0.465762s

unsuccessful step! iteration = 1489 , error before = 19110.582495 , error next = 19110.906346 , error change = -0.323852 , lambda = 2.000000 , time consumption = 0.458033s

successful step! iteration = 1490 , error before = 19110.582495 , error next = 19110.328631 , error change = 0.253863 , lambda = 0.200000 , time consumption = 0.458217s

unsuccessful step! iteration = 1491 , error before = 19110.328631 , error next = 19110.648619 , error change = -0.319988 , lambda = 2.000000 , time consumption = 0.459595s

successful step! iteration = 1492 , error before = 19110.328631 , error next = 19110.077797 , error change = 0.250834 , lambda = 0.200000 , time consumption = 0.459769s

unsuccessful step! iteration = 1493 , error before = 19110.077797 , error next = 19110.393967 , error change = -0.316170 , lambda = 2.000000 , time consumption = 0.458234s

successful step! iteration = 1494 , error before = 19110.077797 , error next = 19109.829955 , error change = 0.247842 , lambda = 0.200000 , time consumption = 0.457177s

unsuccessful step! iteration = 1495 , error before = 19109.829955 , error next = 19110.142353 , error change = -0.312398 , lambda = 2.000000 , time consumption = 0.461850s

successful step! iteration = 1496 , error before = 19109.829955 , error next = 19109.585071 , error change = 0.244884 , lambda = 0.200000 , time consumption = 0.477973s

unsuccessful step! iteration = 1497 , error before = 19109.585071 , error next = 19109.893742 , error change = -0.308670 , lambda = 2.000000 , time consumption = 0.455072s

successful step! iteration = 1498 , error before = 19109.585071 , error next = 19109.343109 , error change = 0.241962 , lambda = 0.200000 , time consumption = 0.455242s

unsuccessful step! iteration = 1499 , error before = 19109.343109 , error next = 19109.648096 , error change = -0.304987 , lambda = 2.000000 , time consumption = 0.457463s

successful step! iteration = 1500 , error before = 19109.343109 , error next = 19109.104034 , error change = 0.239075 , lambda = 0.200000 , time consumption = 0.455368s

unsuccessful step! iteration = 1501 , error before = 19109.104034 , error next = 19109.405382 , error change = -0.301348 , lambda = 2.000000 , time consumption = 0.458509s

successful step! iteration = 1502 , error before = 19109.104034 , error next = 19108.867812 , error change = 0.236222 , lambda = 0.200000 , time consumption = 0.454207s

unsuccessful step! iteration = 1503 , error before = 19108.867812 , error next = 19109.165564 , error change = -0.297752 , lambda = 2.000000 , time consumption = 0.457704s
